enzyme_id,enzyme_name,enzyme_score,score_std,supporting_metabolites,reactions,pathways,evidence_counts,selection_frequency
ec:2.1.2.11,3-methyl-2-oxobutanoate hydroxymethyltransferase,5.82438505683308e-06,4.117092117006212e-06,3-methyl-2-oxobutyrate,rn:R01226; rn:R01216,path:map00770; path:map01230; path:map01240,1,6
ec:2.6.1.32,valine---3-methyl-2-oxovalerate transaminase,5.82438505683308e-06,4.117092117006212e-06,3-methyl-2-oxobutyrate,rn:R02200,path:map00770; path:map01230; path:map01240,1,6
ec:1.1.1.84,dimethylmalate dehydrogenase,5.82438505683308e-06,4.117092117006212e-06,3-methyl-2-oxobutyrate,rn:R01211,path:map00770; path:map01230; path:map01240,1,6
ec:4.1.2.12,2-dehydropantoate aldolase,5.82438505683308e-06,4.117092117006212e-06,3-methyl-2-oxobutyrate,rn:R01216,path:map00770; path:map01230; path:map01240,1,6
ec:2.6.1.66,valine---pyruvate transaminase,5.82438505683308e-06,4.117092117006212e-06,3-methyl-2-oxobutyrate,rn:R01215,path:map00770; path:map01230; path:map01240,1,6
ec:1.14.14.186,tryptamine 5-hydroxylase,5.801246888787172e-06,3.824006357044117e-06,serotonin,rn:R12659,path:map00380; path:map05207; path:map07211,1,6
ec:2.1.1.49,amine N-methyltransferase,5.801246888787172e-06,3.824006357044117e-06,serotonin,rn:R02910,path:map00380; path:map05207; path:map07211,1,6
ec:2.3.1.87,aralkylamine N-acetyltransferase,5.801246888787172e-06,3.824006357044117e-06,serotonin,rn:R02911,path:map00380; path:map05207; path:map07211,1,6
ec:2.4.2.16,urate-ribonucleoside phosphorylase,5.766551873974144e-06,3.908533064429675e-06,urate,rn:R02646,path:map01100; path:map00230; path:map04976,1,6
ec:1.7.3.3,factor-independent urate hydroxylase,5.766551873974144e-06,3.908533064429675e-06,urate,rn:R02106,path:map01100; path:map00230; path:map04976,1,6
ec:3.5.4.32,8-oxoguanine deaminase,5.766551873974144e-06,3.908533064429675e-06,urate,rn:R09876,path:map01100; path:map00230; path:map04976,1,6
ec:1.14.13.113,FAD-dependent urate hydroxylase,5.766551873974144e-06,3.908533064429675e-06,urate,rn:R09514,path:map01100; path:map00230; path:map04976,1,6
ec:1.14.15.5,corticosterone 18-monooxygenase,5.727842473221453e-06,3.743404227573309e-06,corticosterone,rn:R03262,path:map04923; path:map05020; path:map01100,1,6
ec:3.1.1.52,phosphatidylinositol deacylase,5.717263670034999e-06,4.236031862496208e-06,glycerophosphoinositol*,rn:R03360,path:map00564,1,6
ec:1.14.99.63,beta-carotene 4-ketolase,5.706112397765347e-06,3.8820212869487885e-06,beta-cryptoxanthin,rn:R07564,path:map01110; path:map00906,1,6
ec:1.1.2.4,D-lactate dehydrogenase (cytochrome),5.699690491638103e-06,4.386109572684977e-06,pyruvate,rn:R00197,path:map00997; path:map00360; path:map00900,1,6
ec:3.1.3.60,phosphoenolpyruvate phosphatase,5.699690491638103e-06,4.386109572684977e-06,pyruvate,rn:R00208,path:map00997; path:map00360; path:map00900,1,6
ec:1.2.3.3,pyruvate oxidase,5.699690491638103e-06,4.386109572684977e-06,pyruvate,rn:R00207,path:map00997; path:map00360; path:map00900,1,6
ec:2.7.1.40,pyruvate kinase,5.699690491638103e-06,4.386109572684977e-06,pyruvate,rn:R00200,path:map00997; path:map00360; path:map00900,1,6
ec:1.2.1.23,2-oxoaldehyde dehydrogenase (NAD+),5.699690491638103e-06,4.386109572684977e-06,pyruvate,rn:R00203,path:map00997; path:map00360; path:map00900,1,6
ec:1.2.1.49,2-oxoaldehyde dehydrogenase (NADP+),5.699690491638103e-06,4.386109572684977e-06,pyruvate,rn:R00205,path:map00997; path:map00360; path:map00900,1,6
ec:4.1.3.17,4-hydroxy-4-methyl-2-oxoglutarate aldolase,5.699690491638103e-06,4.386109572684977e-06,pyruvate,rn:R00008,path:map00997; path:map00360; path:map00900,1,6
ec:1.2.4.1,pyruvate dehydrogenase (acetyl-transferring),5.699690491638103e-06,4.386109572684977e-06,pyruvate,rn:R00014,path:map00997; path:map00360; path:map00900,1,6
ec:2.7.9.1,"pyruvate, phosphate dikinase",5.699690491638103e-06,4.386109572684977e-06,pyruvate,rn:R00206,path:map00997; path:map00360; path:map00900,1,6
ec:4.3.1.13,carbamoyl-serine ammonia-lyase,5.699690491638103e-06,4.386109572684977e-06,pyruvate,rn:R00213,path:map00997; path:map00360; path:map00900,1,6
ec:4.1.1.1,pyruvate decarboxylase,5.699690491638103e-06,4.386109572684977e-06,pyruvate,rn:R00014,path:map00997; path:map00360; path:map00900,1,6
ec:4.3.1.15,diaminopropionate ammonia-lyase,5.699690491638103e-06,4.386109572684977e-06,pyruvate,rn:R00195,path:map00997; path:map00360; path:map00900,1,6
ec:1.1.2.3,L-lactate dehydrogenase (cytochrome),5.699690491638103e-06,4.386109572684977e-06,pyruvate,rn:R00196,path:map00997; path:map00360; path:map00900,1,6
ec:1.2.1.51,pyruvate dehydrogenase (NADP+),5.699690491638103e-06,4.386109572684977e-06,pyruvate,rn:R00210,path:map00997; path:map00360; path:map00900,1,6
ec:1.2.1.104,pyruvate dehydrogenase system,5.699690491638103e-06,4.386109572684977e-06,pyruvate,rn:R00209,path:map00997; path:map00360; path:map00900,1,6
ec:1.1.2.5,D-lactate dehydrogenase (cytochrome c-553),5.699690491638103e-06,4.386109572684977e-06,pyruvate,rn:R00198,path:map00997; path:map00360; path:map00900,1,6
ec:1.2.1.22,lactaldehyde dehydrogenase,5.699690491638103e-06,4.386109572684977e-06,pyruvate,rn:R00203,path:map00997; path:map00360; path:map00900,1,6
ec:1.2.3.6,pyruvate oxidase (CoA-acetylating),5.699690491638103e-06,4.386109572684977e-06,pyruvate,rn:R00211,path:map00997; path:map00360; path:map00900,1,6
ec:1.14.18.5,sphingolipid C4-monooxygenase,5.682441767700262e-06,3.6640365242143433e-06,sphinganine,rn:R06525,path:map00600; path:map04382; path:map01100,1,6
ec:1.1.1.102,3-dehydrosphinganine reductase,5.682441767700262e-06,3.6640365242143433e-06,sphinganine,rn:R02978,path:map00600; path:map04382; path:map01100,1,6
ec:2.5.1.16,spermidine synthase,5.674010806666269e-06,3.953640350215124e-06,spermidine,rn:R01920,path:map02010; path:map00330; path:map01100,1,6
ec:6.3.1.8,glutathionylspermidine synthase,5.674010806666269e-06,3.953640350215124e-06,spermidine,rn:R01917,path:map02010; path:map00330; path:map01100,1,6
ec:1.5.3.17,non-specific polyamine oxidase,5.674010806666269e-06,3.953640350215124e-06,spermine; spermidine,rn:R09076; rn:R09077; rn:R03899,path:map00770; path:map02010; path:map00330,2,6
ec:4.1.1.96,carboxynorspermidine decarboxylase,5.674010806666269e-06,3.953640350215124e-06,spermidine,rn:R09081,path:map02010; path:map00330; path:map01100,1,6
ec:1.5.99.6,spermidine dehydrogenase,5.674010806666269e-06,3.953640350215124e-06,spermidine,rn:R01915; rn:R01914,path:map02010; path:map00330; path:map01100,1,6
ec:2.5.1.79,thermospermine synthase,5.674010806666269e-06,3.953640350215124e-06,spermidine,rn:R09531,path:map02010; path:map00330; path:map01100,1,6
ec:1.5.3.16,spermine oxidase,5.674010806666269e-06,3.953640350215124e-06,spermine; spermidine,rn:R09076,path:map00770; path:map02010; path:map00330,2,6
ec:2.3.1.248,spermidine disinapoyl transferase,5.674010806666269e-06,3.953640350215124e-06,spermidine,rn:R11199,path:map02010; path:map00330; path:map01100,1,6
ec:6.3.1.9,trypanothione synthase,5.674010806666269e-06,3.953640350215124e-06,spermine; spermidine,rn:R08352; rn:R01917,path:map00770; path:map02010; path:map00330,2,6
ec:3.5.1.78,glutathionylspermidine amidase,5.674010806666269e-06,3.953640350215124e-06,spermidine,rn:R01918,path:map02010; path:map00330; path:map01100,1,6
ec:2.5.1.45,homospermidine synthase (spermidine-specific),5.674010806666269e-06,3.953640350215124e-06,spermidine,rn:R01919,path:map02010; path:map00330; path:map01100,1,6
ec:2.5.1.46,deoxyhypusine synthase,5.674010806666269e-06,3.953640350215124e-06,spermidine,rn:R07477; rn:R05329,path:map02010; path:map00330; path:map01100,1,6
ec:2.5.1.22,spermine synthase,5.674010806666269e-06,3.953640350215124e-06,spermine; spermidine,rn:R02869,path:map00770; path:map02010; path:map00330,2,6
ec:2.5.1.44,homospermidine synthase,5.674010806666269e-06,3.953640350215124e-06,spermidine,rn:R01919,path:map02010; path:map00330; path:map01100,1,6
ec:1.5.3.14,"polyamine oxidase (propane-1,3-diamine-forming)",5.674010806666269e-06,3.953640350215124e-06,spermidine,rn:R01914,path:map02010; path:map00330; path:map01100,1,6
ec:1.5.3.13,N1-acetylpolyamine oxidase,5.674010806666269e-06,3.953640350215124e-06,spermidine,rn:R03899,path:map02010; path:map00330; path:map01100,1,6
ec:2.5.1.128,N4-bis(aminopropyl)spermidine synthase,5.674010806666269e-06,3.953640350215124e-06,spermidine,rn:R11159; rn:R11154,path:map02010; path:map00330; path:map01100,1,6
ec:3.5.1.48,acetylspermidine deacetylase,5.674010806666269e-06,3.953640350215124e-06,spermidine,rn:R07300,path:map02010; path:map00330; path:map01100,1,6
ec:3.4.11.23,PepB aminopeptidase,5.638969537815454e-06,3.5873484356554205e-06,cysteinylglycine,rn:R04951,path:map01100; path:map00480,1,6
ec:3.4.11.2,membrane alanyl aminopeptidase,5.638969537815454e-06,3.5873484356554205e-06,cysteinylglycine,rn:R04951,path:map01100; path:map00480,1,6
ec:3.4.11.1,leucyl aminopeptidase,5.638969537815454e-06,3.5873484356554205e-06,cysteinylglycine,rn:R04951,path:map01100; path:map00480,1,6
ec:3.4.13.23,cysteinylglycine-S-conjugate dipeptidase,5.638969537815454e-06,3.5873484356554205e-06,cysteinylglycine,rn:R12514,path:map01100; path:map00480,1,6
ec:4.2.1.186,3-cyano-L-homoalanine synthase,5.625871687712594e-06,3.4621944303528498e-06,2-amino-4-cyanobutanoate,rn:R13610; rn:R13609,,1,6
ec:3.7.1.23,maleylpyruvate hydrolase,5.621698641475583e-06,3.477645377820047e-06,maleate,rn:R11257,path:map01120; path:map00650; path:map01100,1,6
ec:4.2.1.31,maleate hydratase,5.621698641475583e-06,3.477645377820047e-06,maleate,rn:R02419,path:map01120; path:map00650; path:map01100,1,6
ec:3.5.1.107,maleamate amidohydrolase,5.621698641475583e-06,3.477645377820047e-06,maleate,rn:R03540,path:map01120; path:map00650; path:map01100,1,6
ec:2.7.3.1,guanidinoacetate kinase,5.609177605704875e-06,3.63568600047881e-06,guanidinoacetate,rn:R02575,path:map00260; path:map01100; path:map00330,1,6
ec:3.9.1.1,phosphoamidase,5.609143926569263e-06,3.468017657228953e-06,creatine,rn:R01882,path:map00260; path:map01100; path:map00330,1,6
ec:2.7.3.2,creatine kinase,5.609143926569263e-06,3.468017657228953e-06,creatine,rn:R01881,path:map00260; path:map01100; path:map00330,1,6
ec:4.4.1.9,L-3-cyanoalanine synthase,5.5512894801545976e-06,2.887302295527968e-06,cysteine,rn:R02846,,1,6
ec:1.14.99.38,cholesterol 25-monooxygenase,5.504178448692861e-06,3.575469896585787e-06,cholesterol,rn:R07218,path:map00996; path:map04977; path:map05217,1,6
ec:1.14.14.25,cholesterol 24-hydroxylase,5.504178448692861e-06,3.575469896585787e-06,cholesterol,rn:R07207,path:map00996; path:map04977; path:map05217,1,6
ec:3.1.1.13,sterol esterase,5.504178448692861e-06,3.575469896585787e-06,cholesterol,rn:R01462,path:map00996; path:map04977; path:map05217,1,6
ec:2.3.1.73,diacylglycerol---sterol O-acyltransferase,5.504178448692861e-06,3.575469896585787e-06,cholesterol,rn:R02692,path:map00996; path:map04977; path:map05217,1,6
ec:1.14.14.23,cholesterol 7alpha-monooxygenase,5.504178448692861e-06,3.575469896585787e-06,cholesterol,rn:R01463,path:map00996; path:map04977; path:map05217,1,6
ec:1.14.15.15,cholestanetriol 26-monooxygenase,5.504178448692861e-06,3.575469896585787e-06,cholesterol,rn:R08505,path:map00996; path:map04977; path:map05217,1,6
ec:2.3.1.26,sterol O-acyltransferase,5.504178448692861e-06,3.575469896585787e-06,cholesterol,rn:R01461,path:map00996; path:map04977; path:map05217,1,6
ec:1.14.15.6,cholesterol monooxygenase (side-chain-cleaving),5.504178448692861e-06,3.575469896585787e-06,cholesterol,rn:R02724; rn:R02723; rn:R01454,path:map00996; path:map04977; path:map05217,1,6
ec:3.2.1.104,steryl-beta-glucosidase,5.504178448692861e-06,3.575469896585787e-06,cholesterol,rn:R01460,path:map00996; path:map04977; path:map05217,1,6
ec:1.3.1.72,Delta24-sterol reductase,5.504178448692861e-06,3.575469896585787e-06,cholesterol,rn:R01457,path:map00996; path:map04977; path:map05217,1,6
ec:1.3.1.21,7-dehydrocholesterol reductase,5.504178448692861e-06,3.575469896585787e-06,cholesterol,rn:R01456; rn:R01451,path:map00996; path:map04977; path:map05217,1,6
ec:1.8.4.14,L-methionine (R)-S-oxide reductase,5.427407438948941e-06,4.112912257699117e-06,methionine,rn:R02025,path:map00999; path:map04981; path:map00470,1,6
ec:2.1.1.13,methionine synthase,5.427407438948941e-06,4.112912257699117e-06,methionine,rn:R00946,path:map00999; path:map04981; path:map00470,1,6
ec:2.1.1.14,5-methyltetrahydropteroyltriglutamate---homocysteine S-methyltransferase,5.427407438948941e-06,4.112912257699117e-06,methionine,rn:R04405,path:map00999; path:map04981; path:map00470,1,6
ec:3.4.13.12,Met-Xaa dipeptidase,5.427407438948941e-06,4.112912257699117e-06,methionine,rn:R00657,path:map00999; path:map04981; path:map00470,1,6
ec:2.8.1.6,biotin synthase,5.427407438948941e-06,4.112912257699117e-06,methionine,rn:R01078,path:map00999; path:map04981; path:map00470,1,6
ec:2.1.1.3,thetin---homocysteine S-methyltransferase,5.427407438948941e-06,4.112912257699117e-06,methionine,rn:R04153,path:map00999; path:map04981; path:map00470,1,6
ec:5.1.1.2,methionine racemase,5.427407438948941e-06,4.112912257699117e-06,methionine,rn:R00655,path:map00999; path:map04981; path:map00470,1,6
ec:6.1.1.10,methionine---tRNA ligase,5.427407438948941e-06,4.112912257699117e-06,methionine,rn:R03659,path:map00999; path:map04981; path:map00470,1,6
ec:2.1.1.10,homocysteine S-methyltransferase,5.427407438948941e-06,4.112912257699117e-06,methionine,rn:R00650,path:map00999; path:map04981; path:map00470,1,6
ec:4.1.1.57,methionine decarboxylase,5.427407438948941e-06,4.112912257699117e-06,methionine,rn:R00656,path:map00999; path:map04981; path:map00470,1,6
ec:1.97.1.4,[formate-C-acetyltransferase]-activating enzyme,5.427407438948941e-06,4.112912257699117e-06,methionine,rn:R04710,path:map00999; path:map04981; path:map00470,1,6
ec:4.1.99.17,phosphomethylpyrimidine synthase,5.427407438948941e-06,4.112912257699117e-06,methionine,rn:R03472,path:map00999; path:map04981; path:map00470,1,6
ec:1.8.4.13,L-methionine (S)-S-oxide reductase,5.427407438948941e-06,4.112912257699117e-06,methionine,rn:R02025,path:map00999; path:map04981; path:map00470,1,6
ec:2.1.1.12,methionine S-methyltransferase,5.427407438948941e-06,4.112912257699117e-06,methionine,rn:R00649,path:map00999; path:map04981; path:map00470,1,6
ec:3.2.2.5,NAD+ glycohydrolase,5.413173480525621e-06,3.844161786773733e-06,nicotinamide,rn:R00102,path:map01240; path:map04977; path:map01100,1,6
ec:2.4.2.30,NAD+ ADP-ribosyltransferase,5.413173480525621e-06,3.844161786773733e-06,nicotinamide,rn:R04176,path:map01240; path:map04977; path:map01100,1,6
ec:2.4.2.36,NAD+---diphthamide ADP-ribosyltransferase,5.413173480525621e-06,3.844161786773733e-06,nicotinamide,rn:R04074,path:map01240; path:map04977; path:map01100,1,6
ec:2.3.1.286,protein acetyllysine N-acetyltransferase,5.413173480525621e-06,3.844161786773733e-06,nicotinamide,rn:R10634; rn:R10633,path:map01240; path:map04977; path:map01100,1,6
ec:3.2.2.6,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase,5.413173480525621e-06,3.844161786773733e-06,nicotinamide,rn:R10629; rn:R00102,path:map01240; path:map04977; path:map01100,1,6
ec:2.4.99.20,2'-phospho-ADP-ribosyl cyclase/2'-phospho-cyclic-ADP-ribose transferase,5.413173480525621e-06,3.844161786773733e-06,nicotinamide,rn:R10631; rn:R00119,path:map01240; path:map04977; path:map01100,1,6
ec:2.4.2.12,nicotinamide phosphoribosyltransferase,5.413173480525621e-06,3.844161786773733e-06,nicotinamide,rn:R01271,path:map01240; path:map04977; path:map01100,1,6
ec:2.4.2.37,NAD+---dinitrogen-reductase ADP-D-ribosyltransferase,5.413173480525621e-06,3.844161786773733e-06,nicotinamide,rn:R03447,path:map01240; path:map04977; path:map01100,1,6
ec:2.4.2.60,cysteine-dependent adenosine diphosphate thiazole synthase,5.413173480525621e-06,3.844161786773733e-06,nicotinamide,rn:R10685,path:map01240; path:map04977; path:map01100,1,6
ec:2.3.1.313,NAD-dependent lipoamidase,5.413173480525621e-06,3.844161786773733e-06,nicotinamide,rn:R13186,path:map01240; path:map04977; path:map01100,1,6
ec:2.4.2.31,NAD+---protein-arginine ADP-ribosyltransferase,5.413173480525621e-06,3.844161786773733e-06,nicotinamide,rn:R00555,path:map01240; path:map04977; path:map01100,1,6
ec:3.5.1.19,nicotinamidase,5.413173480525621e-06,3.844161786773733e-06,nicotinamide,rn:R01268,path:map01240; path:map04977; path:map01100,1,6
ec:3.2.2.14,NMN nucleosidase,5.413173480525621e-06,3.844161786773733e-06,nicotinamide,rn:R01270,path:map01240; path:map04977; path:map01100,1,6
ec:2.4.2.59,sulfide-dependent adenosine diphosphate thiazole synthase,5.413173480525621e-06,3.844161786773733e-06,nicotinamide,rn:R12026,path:map01240; path:map04977; path:map01100,1,6
ec:3.1.3.7,"3'(2'),5'-bisphosphate nucleotidase",5.391251362649483e-06,3.590427577358828e-06,phosphate,rn:R00188,path:map02010; path:map02020; path:map02024,1,6
ec:7.1.2.2,H+-transporting two-sector ATPase,5.391251362649483e-06,3.590427577358828e-06,phosphate,rn:R00086,path:map02010; path:map02020; path:map02024,1,6
ec:6.3.4.16,carbamoyl-phosphate synthase (ammonia),5.391251362649483e-06,3.590427577358828e-06,phosphate,rn:R00149,path:map02010; path:map02020; path:map02024,1,6
ec:3.6.1.15,nucleoside-triphosphate phosphatase,5.391251362649483e-06,3.590427577358828e-06,phosphate,rn:R00086,path:map02010; path:map02020; path:map02024,1,6
ec:3.1.3.108,nocturnin,5.391251362649483e-06,3.590427577358828e-06,phosphate,rn:R00118,path:map02010; path:map02020; path:map02024,1,6
ec:3.1.3.17,[phosphorylase] phosphatase,5.391251362649483e-06,3.590427577358828e-06,phosphate,rn:R00077,path:map02010; path:map02020; path:map02024,1,6
ec:3.6.1.5,apyrase,5.391251362649483e-06,3.590427577358828e-06,phosphate,rn:R00122; rn:R00086; rn:R00155,path:map02010; path:map02020; path:map02024,1,6
ec:3.6.1.8,ATP diphosphatase,5.391251362649483e-06,3.590427577358828e-06,phosphate,rn:R00086,path:map02010; path:map02020; path:map02024,1,6
ec:4.2.1.93,ATP-dependent NAD(P)H-hydrate dehydratase,5.391251362649483e-06,3.590427577358828e-06,phosphate,rn:R00129,path:map02010; path:map02020; path:map02024,1,6
ec:3.6.1.6,nucleoside diphosphate phosphatase,5.391251362649483e-06,3.590427577358828e-06,phosphate,rn:R00155,path:map02010; path:map02020; path:map02024,1,6
ec:3.6.1.1,inorganic diphosphatase,5.391251362649483e-06,3.590427577358828e-06,phosphate,rn:R00004,path:map02010; path:map02020; path:map02024,1,6
ec:3.6.1.25,triphosphatase,5.391251362649483e-06,3.590427577358828e-06,phosphate,rn:R00138,path:map02010; path:map02020; path:map02024,1,6
ec:3.6.1.39,thymidine-triphosphatase,5.391251362649483e-06,3.590427577358828e-06,phosphate,rn:R00159,path:map02010; path:map02020; path:map02024,1,6
ec:3.1.3.97,"3',5'-nucleoside bisphosphate phosphatase",5.391251362649483e-06,3.590427577358828e-06,phosphate,rn:R00188,path:map02010; path:map02020; path:map02024,1,6
ec:3.1.3.16,protein-serine/threonine phosphatase,5.391251362649483e-06,3.590427577358828e-06,phosphate,rn:R00164,path:map02010; path:map02020; path:map02024,1,6
ec:3.6.1.14,adenosine-tetraphosphatase,5.391251362649483e-06,3.590427577358828e-06,phosphate,rn:R00128,path:map02010; path:map02020; path:map02024,1,6
ec:1.18.6.1,nitrogenase,5.391251362649483e-06,3.590427577358828e-06,phosphate,rn:R00002,path:map02010; path:map02020; path:map02024,1,6
ec:2.7.7.53,ATP adenylyltransferase,5.391251362649483e-06,3.590427577358828e-06,phosphate,rn:R01618; rn:R00126,path:map02010; path:map02020; path:map02024,1,6
ec:1.4.2.1,glycine dehydrogenase (cytochrome),5.3906142992541344e-06,3.4348622762771283e-06,glycine,rn:R00364,path:map02010; path:map00630; path:map01200,1,6
ec:1.5.1.22,strombine dehydrogenase,5.3906142992541344e-06,3.4348622762771283e-06,glycine,rn:R00368,path:map02010; path:map00630; path:map01200,1,6
ec:1.4.1.10,glycine dehydrogenase,5.3906142992541344e-06,3.4348622762771283e-06,glycine,rn:R00365,path:map02010; path:map00630; path:map01200,1,6
ec:4.1.3.14,L-erythro-3-hydroxyaspartate aldolase,5.3906142992541344e-06,3.4348622762771283e-06,glycine,rn:R00478,path:map02010; path:map00630; path:map01200,1,6
ec:2.3.1.29,glycine C-acetyltransferase,5.3906142992541344e-06,3.4348622762771283e-06,glycine,rn:R00371,path:map02010; path:map00630; path:map01200,1,6
ec:6.3.2.3,glutathione synthase,5.3906142992541344e-06,3.4348622762771283e-06,glycine,rn:R00497,path:map02010; path:map00630; path:map01200,1,6
ec:1.4.99.5,glycine dehydrogenase (cyanide-forming),5.3906142992541344e-06,3.4348622762771283e-06,glycine,rn:R00374,path:map02010; path:map00630; path:map01200,1,6
ec:1.4.1.1,alanine dehydrogenase,5.3906142992541344e-06,3.4348622762771283e-06,glycine,rn:R00365,path:map02010; path:map00630; path:map01200,1,6
ec:2.6.1.35,glycine---oxaloacetate transaminase,5.3906142992541344e-06,3.4348622762771283e-06,glycine,rn:R00373,path:map02010; path:map00630; path:map01200,1,6
ec:2.3.1.13,glycine N-acyltransferase,5.3906142992541344e-06,3.4348622762771283e-06,glycine,rn:R00395,path:map02010; path:map00630; path:map01200,1,6
ec:1.14.15.28,cholest-4-en-3-one 26-monooxygenase [(25R)-3-oxocholest-4-en-26-oate forming],5.383148225888298e-06,3.662004729942101e-06,4-cholesten-3-one,rn:R11361; rn:R11358,path:map00984; path:map01120,1,6
ec:1.17.99.10,steroid C-25 hydroxylase,5.383148225888298e-06,3.662004729942101e-06,4-cholesten-3-one,rn:R12677,path:map00984; path:map01120,1,6
ec:1.14.15.29,cholest-4-en-3-one 26-monooxygenase [(25S)-3-oxocholest-4-en-26-oate forming],5.383148225888298e-06,3.662004729942101e-06,4-cholesten-3-one,rn:R11357; rn:R09859,path:map00984; path:map01120,1,6
ec:2.6.1.85,aminodeoxychorismate synthase,5.372012064910173e-06,3.5643269932416342e-06,glutamate,rn:R00256,path:map02010; path:map04720; path:map00630,1,6
ec:6.3.5.1,NAD+ synthase (glutamine-hydrolysing),5.372012064910173e-06,3.5643269932416342e-06,glutamate,rn:R00257,path:map02010; path:map04720; path:map00630,1,6
ec:4.3.3.6,pyridoxal 5'-phosphate synthase (glutamine hydrolysing),5.372012064910173e-06,3.5643269932416342e-06,glutamate,rn:R00256,path:map02010; path:map04720; path:map00630,1,6
ec:6.3.1.2,glutamine synthetase,5.372012064910173e-06,3.5643269932416342e-06,glutamate,rn:R00253,path:map02010; path:map04720; path:map00630,1,6
ec:3.5.1.2,glutaminase,5.372012064910173e-06,3.5643269932416342e-06,glutamate,rn:R00256,path:map02010; path:map04720; path:map00630,1,6
ec:6.3.5.5,carbamoyl-phosphate synthase (glutamine-hydrolysing),5.372012064910173e-06,3.5643269932416342e-06,glutamate,rn:R00256,path:map02010; path:map04720; path:map00630,1,6
ec:6.3.5.2,GMP synthase (glutamine-hydrolysing),5.372012064910173e-06,3.5643269932416342e-06,glutamate,rn:R00256,path:map02010; path:map04720; path:map00630,1,6
ec:2.3.1.1,amino-acid N-acetyltransferase,5.372012064910173e-06,3.5643269932416342e-06,glutamate,rn:R00259,path:map02010; path:map04720; path:map00630,1,6
ec:2.6.1.123,4-amino-4-deoxychorismate synthase (2-amino-4-deoxychorismate-forming),5.372012064910173e-06,3.5643269932416342e-06,glutamate,rn:R00256,path:map02010; path:map04720; path:map00630,1,6
ec:6.3.5.13,lipid II isoglutaminyl synthase (glutamine-hydrolysing),5.372012064910173e-06,3.5643269932416342e-06,glutamate,rn:R00256,path:map02010; path:map04720; path:map00630,1,6
ec:5.1.1.3,glutamate racemase,5.372012064910173e-06,3.5643269932416342e-06,glutamate,rn:R00260,path:map02010; path:map04720; path:map00630,1,6
ec:5.4.99.1,methylaspartate mutase,5.372012064910173e-06,3.5643269932416342e-06,glutamate,rn:R00262,path:map02010; path:map04720; path:map00630,1,6
ec:6.3.5.4,asparagine synthase (glutamine-hydrolysing),5.372012064910173e-06,3.5643269932416342e-06,glutamate,rn:R00256,path:map02010; path:map04720; path:map00630,1,6
ec:2.7.2.11,glutamate 5-kinase,5.372012064910173e-06,3.5643269932416342e-06,glutamate,rn:R00239,path:map02010; path:map04720; path:map00630,1,6
ec:4.3.2.10,imidazole glycerol-phosphate synthase,5.372012064910173e-06,3.5643269932416342e-06,glutamate,rn:R00256,path:map02010; path:map04720; path:map00630,1,6
ec:3.5.1.38,glutamin-(asparagin-)ase,5.372012064910173e-06,3.5643269932416342e-06,glutamate,rn:R00256,path:map02010; path:map04720; path:map00630,1,6
ec:3.5.1.87,N-carbamoyl-L-amino-acid hydrolase,5.372012064910173e-06,3.5643269932416342e-06,glutamate,rn:R00254,path:map02010; path:map04720; path:map00630,1,6
ec:6.3.4.2,CTP synthase (glutamine hydrolysing),5.372012064910173e-06,3.5643269932416342e-06,glutamate,rn:R00256,path:map02010; path:map04720; path:map00630,1,6
ec:1.2.1.8,betaine-aldehyde dehydrogenase,5.334654923451734e-06,3.3020251079067136e-06,betaine,rn:R02566; rn:R02565,path:map00670; path:map02010; path:map04981,1,6
ec:3.1.2.33,betainyl-CoA thioesterase,5.334654923451734e-06,3.3020251079067136e-06,betaine,rn:R13307,path:map00670; path:map02010; path:map04981,1,6
ec:1.21.4.4,betaine reductase,5.334654923451734e-06,3.3020251079067136e-06,betaine,rn:R07228,path:map00670; path:map02010; path:map04981,1,6
ec:1.13.11.90,[1-hydroxy-2-(trimethylamino)ethyl]phosphonate dioxygenase (glycine-betaine-forming),5.334654923451734e-06,3.3020251079067136e-06,betaine,rn:R12614,path:map00670; path:map02010; path:map04981,1,6
ec:1.4.99.2,taurine dehydrogenase,5.248638008638083e-06,3.631564924818065e-06,taurine,rn:R07167,path:map02010; path:map04080; path:map00430,1,6
ec:4.1.1.122,L-cysteate decarboxylase,5.248638008638083e-06,3.631564924818065e-06,taurine,R01682: L-Cysteate <=> Taurine + CO2,path:map02010; path:map04080; path:map00430,1,6
ec:2.6.1.77,taurine---pyruvate aminotransferase,5.248638008638083e-06,3.631564924818065e-06,taurine,rn:R05652,path:map02010; path:map04080; path:map00430,1,6
ec:1.5.1.23,tauropine dehydrogenase,5.248638008638083e-06,3.631564924818065e-06,taurine,rn:R01683,path:map02010; path:map04080; path:map00430,1,6
ec:1.14.11.17,taurine dioxygenase,5.248638008638083e-06,3.631564924818065e-06,taurine,rn:R05320,path:map02010; path:map04080; path:map00430,1,6
ec:2.4.2.44,S-methyl-5'-thioinosine phosphorylase,5.210716089086782e-06,3.4699549605806507e-06,hypoxanthine,rn:R09668,path:map01100; path:map00230; path:map01232,1,6
ec:3.2.2.26,futalosine hydrolase,5.210716089086782e-06,3.4699549605806507e-06,hypoxanthine,rn:R08587,path:map01100; path:map00230; path:map01232,1,6
