enzyme_id,enzyme_name,enzyme_score,score_std,supporting_metabolites,reactions,pathways,evidence_counts,selection_frequency
ec:3.2.1.133,"glucan 1,4-alpha-maltohydrolase",4.149339251014729e-06,2.299184302570756e-06,maltose,rn:R02112; rn:R11262,path:map02010; path:map04973; path:map02060,1,6
ec:3.2.1.1,alpha-amylase,4.149339251014729e-06,2.299184302570756e-06,maltose,rn:R02112; rn:R11262,path:map02010; path:map04973; path:map02060,1,6
ec:4.2.1.69,cyanamide hydratase,4.138066494683454e-06,2.174055475884854e-06,urea,rn:R00778,path:map02010; path:map00330; path:map01120,1,6
ec:3.5.3.16,methylguanidinase,4.138066494683454e-06,2.174055475884854e-06,urea,rn:R01589,path:map02010; path:map00330; path:map01120,1,6
ec:3.5.3.4,allantoicase,4.138066494683454e-06,2.174055475884854e-06,urea,rn:R02422,path:map02010; path:map00330; path:map01120,1,6
ec:3.5.3.22,proclavaminate amidinohydrolase,4.138066494683454e-06,2.174055475884854e-06,urea,rn:R05357,path:map02010; path:map00330; path:map01120,1,6
ec:3.5.3.20,diguanidinobutanase,4.138066494683454e-06,2.174055475884854e-06,urea,rn:R01418,path:map02010; path:map00330; path:map01120,1,6
ec:3.5.3.11,agmatinase,4.138066494683454e-06,2.174055475884854e-06,urea,rn:R01157,path:map02010; path:map00330; path:map01120,1,6
ec:3.5.3.1,arginase,4.138066494683454e-06,2.174055475884854e-06,urea,rn:R00551,path:map02010; path:map00330; path:map01120,1,6
ec:4.3.2.3,ureidoglycolate lyase,4.138066494683454e-06,2.174055475884854e-06,urea,rn:R00776,path:map02010; path:map00330; path:map01120,1,6
ec:3.5.3.10,D-arginase,4.138066494683454e-06,2.174055475884854e-06,urea,rn:R02458,path:map02010; path:map00330; path:map01120,1,6
ec:6.3.4.6,urea carboxylase,4.138066494683454e-06,2.174055475884854e-06,urea,rn:R00774,path:map02010; path:map00330; path:map01120,1,6
ec:3.5.1.5,urease,4.138066494683454e-06,2.174055475884854e-06,urea,rn:R00131,path:map02010; path:map00330; path:map01120,1,6
ec:2.8.2.4,estrone sulfotransferase,4.125588683592498e-06,2.307906180524607e-06,estrone 3-sulfate,rn:R02350,path:map01100; path:map04976; path:map00140,1,6
ec:2.8.2.15,steroid sulfotransferase,4.125588683592498e-06,2.307906180524607e-06,estrone 3-sulfate,rn:R02350,path:map01100; path:map04976; path:map00140,1,6
ec:1.2.1.16,succinate-semialdehyde dehydrogenase [NAD(P)+],4.114083604643419e-06,2.1269650696387183e-06,succinate,rn:R00713; rn:R00714,path:map00360; path:map00630; path:map01200,1,6
ec:4.1.3.30,methylisocitrate lyase,4.114083604643419e-06,2.1269650696387183e-06,succinate,rn:R00409,path:map00360; path:map00630; path:map01200,1,6
ec:3.1.2.13,S-succinylglutathione hydrolase,4.114083604643419e-06,2.1269650696387183e-06,succinate,rn:R00499,path:map00360; path:map00630; path:map01200,1,6
ec:3.5.1.96,succinylglutamate desuccinylase,4.114083604643419e-06,2.1269650696387183e-06,succinate,rn:R00411,path:map00360; path:map00630; path:map01200,1,6
ec:6.2.1.4,succinate---CoA ligase (GDP-forming),4.114083604643419e-06,2.1269650696387183e-06,succinate,rn:R00727; rn:R00432,path:map00360; path:map00630; path:map01200,1,6
ec:6.2.1.5,succinate---CoA ligase (ADP-forming),4.114083604643419e-06,2.1269650696387183e-06,succinate,rn:R00405,path:map00360; path:map00630; path:map01200,1,6
ec:3.1.2.3,succinyl-CoA hydrolase,4.114083604643419e-06,2.1269650696387183e-06,succinate,rn:R00407,path:map00360; path:map00630; path:map01200,1,6
ec:2.8.3.2,oxalate CoA-transferase,4.114083604643419e-06,2.1269650696387183e-06,succinate,rn:R01559,path:map00360; path:map00630; path:map01200,1,6
ec:1.14.11.57,L-proline trans-4-hydroxylase,4.114083604643419e-06,2.1269650696387183e-06,succinate,rn:R01252,path:map00360; path:map00630; path:map01200,1,6
ec:1.14.11.6,thymine dioxygenase,4.114083604643419e-06,2.1269650696387183e-06,succinate,rn:R01412,path:map00360; path:map00630; path:map01200,1,6
ec:1.14.11.2,procollagen-proline 4-dioxygenase,4.114083604643419e-06,2.1269650696387183e-06,succinate,rn:R01252,path:map00360; path:map00630; path:map01200,1,6
ec:1.2.1.24,succinate-semialdehyde dehydrogenase (NAD+),4.114083604643419e-06,2.1269650696387183e-06,succinate,rn:R00713,path:map00360; path:map00630; path:map01200,1,6
ec:1.2.1.79,succinate-semialdehyde dehydrogenase (NADP+),4.114083604643419e-06,2.1269650696387183e-06,succinate,rn:R00714,path:map00360; path:map00630; path:map01200,1,6
ec:2.1.3.8,lysine carbamoyltransferase,4.108169619215374e-06,1.986146720064169e-06,homocitrulline,rn:R01396,,1,6
ec:6.3.3.6,carbapenam-3-carboxylate synthase,4.056807745596971e-06,2.4556083119454184e-06,N-methylproline,rn:R10556,path:map01100; path:map01110; path:map00332,1,6
ec:3.1.2.4,3-hydroxyisobutyryl-CoA hydrolase,4.029454024215387e-06,2.114460780785622e-06,3-hydroxyisobutyrate,rn:R03352,,1,6
ec:1.1.1.31,3-hydroxyisobutyrate dehydrogenase,4.029454024215387e-06,2.114460780785622e-06,3-hydroxyisobutyrate,rn:R02047,,1,6
ec:2.3.1.103,sinapoylglucose---sinapoylglucose O-sinapoyltransferase,4.010147715698491e-06,2.196483559534244e-06,glucose,rn:R00063,path:map02010; path:map00074; path:map00521,1,6
ec:2.7.1.42,riboflavin phosphotransferase,4.010147715698491e-06,2.196483559534244e-06,glucose,rn:R00550,path:map02010; path:map00074; path:map00521,1,6
ec:3.2.1.74,"glucan 1,4-beta-glucosidase",4.010147715698491e-06,2.196483559534244e-06,glucose,rn:R00306,path:map02010; path:map00074; path:map00521,1,6
ec:3.1.3.10,glucose-1-phosphatase,4.010147715698491e-06,2.196483559534244e-06,glucose,rn:R00304,path:map02010; path:map00074; path:map00521,1,6
ec:1.1.5.9,"glucose 1-dehydrogenase (FAD, quinone)",4.010147715698491e-06,2.196483559534244e-06,glucose,rn:R00305,path:map02010; path:map00074; path:map00521,1,6
ec:1.1.1.118,glucose 1-dehydrogenase (NAD+),4.010147715698491e-06,2.196483559534244e-06,glucose,rn:R00300,path:map02010; path:map00074; path:map00521,1,6
ec:1.1.1.119,glucose 1-dehydrogenase (NADP+),4.010147715698491e-06,2.196483559534244e-06,glucose,rn:R00301,path:map02010; path:map00074; path:map00521,1,6
ec:1.1.3.10,pyranose oxidase,4.010147715698491e-06,2.196483559534244e-06,glucose,rn:R00302,path:map02010; path:map00074; path:map00521,1,6
ec:3.1.6.3,glycosulfatase,4.010147715698491e-06,2.196483559534244e-06,glucose,rn:R00534,path:map02010; path:map00074; path:map00521,1,6
ec:2.4.1.22,lactose synthase,4.010147715698491e-06,2.196483559534244e-06,glucose,rn:R00503,path:map02010; path:map00074; path:map00521,1,6
ec:3.2.1.21,beta-glucosidase,4.010147715698491e-06,2.196483559534244e-06,glucose,rn:R00306,path:map02010; path:map00074; path:map00521,1,6
ec:3.2.1.58,"glucan 1,3-beta-glucosidase",4.010147715698491e-06,2.196483559534244e-06,glucose,rn:R00308,path:map02010; path:map00074; path:map00521,1,6
ec:3.1.3.58,sugar-terminal-phosphatase,4.010147715698491e-06,2.196483559534244e-06,glucose,rn:R00303,path:map02010; path:map00074; path:map00521,1,6
ec:2.7.1.2,glucokinase,4.010147715698491e-06,2.196483559534244e-06,glucose,rn:R00299,path:map02010; path:map00074; path:map00521,1,6
ec:3.1.1.33,6-acetylglucose deacetylase,4.010147715698491e-06,2.196483559534244e-06,glucose,rn:R00327,path:map02010; path:map00074; path:map00521,1,6
ec:3.2.1.39,"glucan endo-1,3-beta-D-glucosidase",4.010147715698491e-06,2.196483559534244e-06,glucose,rn:R00308,path:map02010; path:map00074; path:map00521,1,6
ec:3.1.3.9,glucose-6-phosphatase,4.010147715698491e-06,2.196483559534244e-06,glucose,rn:R00303,path:map02010; path:map00074; path:map00521,1,6
ec:3.2.1.42,GDP-glucosidase,4.010147715698491e-06,2.196483559534244e-06,glucose,rn:R00337,path:map02010; path:map00074; path:map00521,1,6
ec:3.2.1.28,"alpha,alpha-trehalase",4.010147715698491e-06,2.196483559534244e-06,glucose,rn:R00010,path:map02010; path:map00074; path:map00521,1,6
ec:1.1.1.121,aldose 1-dehydrogenase (NAD+),4.010147715698491e-06,2.196483559534244e-06,glucose,rn:R00300,path:map02010; path:map00074; path:map00521,1,6
ec:2.3.1.90,beta-glucogallin O-galloyltransferase,4.010147715698491e-06,2.196483559534244e-06,glucose,rn:R00049,path:map02010; path:map00074; path:map00521,1,6
ec:2.6.1.117,L-glutamine---4-(methylsulfanyl)-2-oxobutanoate aminotransferase,3.9722821032795e-06,2.216470382175112e-06,alpha-ketoglutaramate*,rn:R12507,path:map01100; path:map00250,1,6
ec:2.6.1.15,glutamine---pyruvate transaminase,3.9722821032795e-06,2.216470382175112e-06,alpha-ketoglutaramate*,rn:R00576,path:map01100; path:map00250,1,6
ec:2.6.1.101,"L-glutamine:3-amino-2,3-dideoxy-scyllo-inosose aminotransferase",3.9722821032795e-06,2.216470382175112e-06,alpha-ketoglutaramate*,rn:R08891,path:map01100; path:map00250,1,6
ec:2.6.1.50,glutamine---scyllo-inositol transaminase,3.9722821032795e-06,2.216470382175112e-06,alpha-ketoglutaramate*,rn:R02781,path:map01100; path:map00250,1,6
ec:2.6.1.100,L-glutamine:2-deoxy-scyllo-inosose aminotransferase,3.9722821032795e-06,2.216470382175112e-06,alpha-ketoglutaramate*,rn:R08890,path:map01100; path:map00250,1,6
ec:3.1.1.111,phosphatidylserine sn-1 acylhydrolase,3.893164947226328e-06,2.027552576535826e-06,glycerophosphoserine*,rn:R12537,,1,6
ec:2.4.2.9,uracil phosphoribosyltransferase,3.888751210802656e-06,2.4044045025398783e-06,uracil,rn:R00966,path:map00770; path:map00240; path:map01100,1,6
ec:4.2.1.70,pseudouridylate synthase,3.888751210802656e-06,2.4044045025398783e-06,uracil,rn:R01055,path:map00770; path:map00240; path:map01100,1,6
ec:4.1.1.66,uracil-5-carboxylate decarboxylase,3.888751210802656e-06,2.4044045025398783e-06,uracil,rn:R00973,path:map00770; path:map00240; path:map01100,1,6
ec:2.5.1.53,uracilylalanine synthase,3.888751210802656e-06,2.4044045025398783e-06,uracil,rn:R03131,path:map00770; path:map00240; path:map01100,1,6
ec:1.14.99.46,pyrimidine oxygenase,3.888751210802656e-06,2.4044045025398783e-06,uracil,rn:R12545; rn:R12544; rn:R09936,path:map00770; path:map00240; path:map01100,1,6
ec:1.17.99.4,uracil/thymine dehydrogenase,3.888751210802656e-06,2.4044045025398783e-06,uracil,rn:R00976,path:map00770; path:map00240; path:map01100,1,6
ec:1.3.1.2,dihydropyrimidine dehydrogenase (NADP+),3.888751210802656e-06,2.4044045025398783e-06,uracil,rn:R00978,path:map00770; path:map00240; path:map01100,1,6
ec:1.3.1.1,dihydropyrimidine dehydrogenase (NAD+),3.888751210802656e-06,2.4044045025398783e-06,uracil,rn:R00977,path:map00770; path:map00240; path:map01100,1,6
ec:1.3.3.7,dihydrouracil oxidase,3.888751210802656e-06,2.4044045025398783e-06,uracil,rn:R00975,path:map00770; path:map00240; path:map01100,1,6
ec:3.5.1.63,4-acetamidobutyrate deacetylase,3.864043701706601e-06,2.2576625939027785e-06,4-acetamidobutanoate,rn:R01987,path:map01100; path:map00330,1,6
ec:2.4.2.19,nicotinate-nucleotide diphosphorylase (carboxylating),3.863482394911094e-06,2.374336431186334e-06,quinolinate,rn:R03348,path:map00380; path:map01240; path:map01064,1,6
ec:2.5.1.72,quinolinate synthase,3.863482394911094e-06,2.374336431186334e-06,quinolinate,rn:R04292,path:map00380; path:map01240; path:map01064,1,6
ec:1.1.99.42,4-pyridoxic acid dehydrogenase,3.7811786253593857e-06,2.179538715128887e-06,pyridoxate,rn:R02993,path:map00750; path:map01100; path:map01120,1,6
ec:3.1.1.27,4-pyridoxolactonase,3.7811786253593857e-06,2.179538715128887e-06,pyridoxate,rn:R02992,path:map00750; path:map01100; path:map01120,1,6
ec:1.1.3.9,galactose oxidase,3.7650016510098e-06,2.2405491382262257e-06,galactonate,rn:R01098,path:map01100; path:map00052; path:map01120,1,6
ec:4.2.1.140,gluconate/galactonate dehydratase,3.7650016510098e-06,2.2405491382262257e-06,galactonate,rn:R01538; rn:R03033,path:map01100; path:map00052; path:map01120,1,6
ec:4.2.1.6,galactonate dehydratase,3.7650016510098e-06,2.2405491382262257e-06,galactonate,rn:R03033,path:map01100; path:map00052; path:map01120,1,6
ec:1.21.4.3,sarcosine reductase,3.696489762997696e-06,1.788391286229728e-06,sarcosine,rn:R07227,path:map00260; path:map00670; path:map01100,1,6
ec:3.5.1.59,N-carbamoylsarcosine amidase,3.696489762997696e-06,1.788391286229728e-06,sarcosine,rn:R01563,path:map00260; path:map00670; path:map01100,1,6
ec:1.5.3.24,"sarcosine oxidase (5,10-methylenetetrahydrofolate-forming)",3.696489762997696e-06,1.788391286229728e-06,sarcosine,rn:R12967,path:map00260; path:map00670; path:map01100,1,6
ec:1.14.99.2,"kynurenine 7,8-hydroxylase",3.604694105339721e-06,1.8028283519886e-06,kynurenate,rn:R03441; rn:R03440; rn:R03439,path:map01100; path:map00380,1,6
ec:1.3.99.18,quinaldate 4-oxidoreductase,3.604694105339721e-06,1.8028283519886e-06,kynurenate,rn:R03687,path:map01100; path:map00380,1,6
ec:2.6.1.19,4-aminobutyrate---2-oxoglutarate transaminase,3.5814317406894248e-06,2.0418038056482646e-06,beta-alanine,rn:R00908,path:map00770; path:map01240; path:map04080,1,6
ec:4.1.1.11,aspartate 1-decarboxylase,3.5814317406894248e-06,2.0418038056482646e-06,beta-alanine,R00489: L-Aspartate <=> beta-Alanine + CO2,path:map00770; path:map01240; path:map04080,1,6
ec:6.3.2.23,homoglutathione synthase,3.5814317406894248e-06,2.0418038056482646e-06,beta-alanine,rn:R02741,path:map00770; path:map01240; path:map04080,1,6
ec:1.5.1.26,beta-alanopine dehydrogenase,3.5814317406894248e-06,2.0418038056482646e-06,beta-alanine,rn:R00906,path:map00770; path:map01240; path:map04080,1,6
ec:1.2.1.19,aminobutyraldehyde dehydrogenase,3.5814317406894248e-06,2.0418038056482646e-06,beta-alanine,R00904: 3-Aminopropanal + NAD+ + H2O <=> beta-Alanine + NADH + H+,path:map00770; path:map01240; path:map04080,1,6
ec:2.6.1.18,beta-alanine---pyruvate transaminase,3.5814317406894248e-06,2.0418038056482646e-06,beta-alanine,rn:R00907,path:map00770; path:map01240; path:map04080,1,6
ec:2.6.1.120,beta-alanine---2-oxoglutarate transaminase,3.5814317406894248e-06,2.0418038056482646e-06,beta-alanine,rn:R00908,path:map00770; path:map01240; path:map04080,1,6
ec:3.5.2.3,dihydroorotase,3.554158908578303e-06,1.941374187996116e-06,dihydroorotate,rn:R01993,path:map00240; path:map01100; path:map01240,1,6
ec:4.1.1.23,orotidine-5'-phosphate decarboxylase,3.409620438384824e-06,1.8375759843253817e-06,orotidine,rn:R00965,path:map00240; path:map01100; path:map01240,1,6
ec:2.1.1.4,acetylserotonin O-methyltransferase,3.2973811494585448e-06,1.7251825133574204e-06,5-hydroxyindoleacetate,rn:R04905,path:map01100; path:map00380; path:map04726,1,6
ec:2.1.1.40,inositol 1-methyltransferase,3.2774887649146265e-06,1.443515751429328e-06,myo-inositol,rn:R01188,path:map02010; path:map01120; path:map00521,1,6
ec:2.1.1.129,inositol 4-methyltransferase,3.2774887649146265e-06,1.443515751429328e-06,myo-inositol,rn:R01190,path:map02010; path:map01120; path:map00521,1,6
ec:2.3.1.72,indoleacetylglucose---inositol O-acyltransferase,3.2774887649146265e-06,1.443515751429328e-06,myo-inositol,rn:R04333,path:map02010; path:map01120; path:map00521,1,6
ec:2.7.1.64,inositol 3-kinase,3.2774887649146265e-06,1.443515751429328e-06,myo-inositol,rn:R07279,path:map02010; path:map01120; path:map00521,1,6
ec:3.1.3.25,inositol-phosphate phosphatase,3.2774887649146265e-06,1.443515751429328e-06,myo-inositol,rn:R01185; rn:R01187; rn:R01186,path:map02010; path:map01120; path:map00521,1,6
ec:2.4.1.123,inositol 3-alpha-galactosyltransferase,3.2774887649146265e-06,1.443515751429328e-06,myo-inositol,rn:R01192; rn:R06214,path:map02010; path:map01120; path:map00521,1,6
ec:2.4.1.67,galactinol---raffinose galactosyltransferase,3.2774887649146265e-06,1.443515751429328e-06,myo-inositol,rn:R03418; rn:R06042,path:map02010; path:map01120; path:map00521,1,6
ec:2.1.1.39,inositol 3-methyltransferase,3.2774887649146265e-06,1.443515751429328e-06,myo-inositol,rn:R01189,path:map02010; path:map01120; path:map00521,1,6
ec:1.1.1.18,inositol 2-dehydrogenase,3.2774887649146265e-06,1.443515751429328e-06,myo-inositol,rn:R01183,path:map02010; path:map01120; path:map00521,1,6
ec:2.7.8.11,CDP-diacylglycerol---inositol 3-phosphatidyltransferase,3.2774887649146265e-06,1.443515751429328e-06,myo-inositol,rn:R01802,path:map02010; path:map01120; path:map00521,1,6
ec:1.1.1.115,ribose 1-dehydrogenase (NADP+),3.241628787344744e-06,1.5402061428589686e-06,ribonate,rn:R01079,,1,6
ec:2.1.1.158,7-methylxanthosine synthase,3.221937415577016e-06,1.4652829893977535e-06,xanthosine,rn:R07917,path:map02010; path:map00230; path:map00232,1,6
ec:2.6.1.30,pyridoxamine---pyruvate transaminase,3.059547243481712e-06,1.3395268632907737e-06,pyridoxal,rn:R01712,path:map01120; path:map01240; path:map04977,1,6
ec:1.1.3.12,pyridoxine 4-oxidase,3.059547243481712e-06,1.3395268632907737e-06,pyridoxal,rn:R01711,path:map01120; path:map01240; path:map04977,1,6
ec:1.1.1.65,pyridoxine 4-dehydrogenase,3.059547243481712e-06,1.3395268632907737e-06,pyridoxal,rn:R01708,path:map01120; path:map01240; path:map04977,1,6
ec:2.6.1.54,pyridoxamine-phosphate transaminase,3.059547243481712e-06,1.3395268632907737e-06,pyridoxal,rn:R05839,path:map01120; path:map01240; path:map04977,1,6
ec:2.6.1.31,pyridoxamine---oxaloacetate transaminase,3.059547243481712e-06,1.3395268632907737e-06,pyridoxal,rn:R01713,path:map01120; path:map01240; path:map04977,1,6
ec:1.1.1.107,pyridoxal 4-dehydrogenase,3.059547243481712e-06,1.3395268632907737e-06,pyridoxal,rn:R01707,path:map01120; path:map01240; path:map04977,1,6
ec:2.7.1.35,pyridoxal kinase,3.059547243481712e-06,1.3395268632907737e-06,pyridoxal,rn:R00174,path:map01120; path:map01240; path:map04977,1,6
ec:1.4.3.5,pyridoxal 5'-phosphate synthase,3.059547243481712e-06,1.3395268632907737e-06,pyridoxal,rn:R01710; rn:R01711,path:map01120; path:map01240; path:map04977,1,6
ec:2.7.1.83,pseudouridine kinase,3.056771529049748e-06,1.3616547330988388e-06,pseudouridine,rn:R03315,path:map00240; path:map01100,1,6
ec:3.1.3.96,pseudouridine 5'-phosphatase,3.056771529049748e-06,1.3616547330988388e-06,pseudouridine,rn:R11180,path:map00240; path:map01100,1,6
ec:1.1.1.45,L-gulonate 3-dehydrogenase,2.9345237350283013e-06,1.3651961460025937e-06,gulonate*,rn:R02640,path:map01100; path:map00053; path:map00040,1,6
ec:3.1.1.17,gluconolactonase,2.9345237350283013e-06,1.3651961460025937e-06,gulonate*,rn:R02933,path:map01100; path:map00053; path:map00040,1,6
ec:1.1.1.380,L-gulonate 5-dehydrogenase,2.9345237350283013e-06,1.3651961460025937e-06,gulonate*,rn:R10848,path:map01100; path:map00053; path:map00040,1,6
ec:2.5.1.56,N-acetylneuraminate synthase,2.925500608524518e-06,1.505847373846191e-06,N-acetylneuraminate,rn:R01804,path:map01100; path:map00541; path:map01250,1,6
ec:3.2.1.18,exo-alpha-sialidase,2.925500608524518e-06,1.505847373846191e-06,N-acetylneuraminate,rn:R05998; rn:R03491; rn:R06147,path:map01100; path:map00541; path:map01250,1,6
ec:3.1.3.29,N-acylneuraminate-9-phosphatase,2.925500608524518e-06,1.505847373846191e-06,N-acetylneuraminate,rn:R01805,path:map01100; path:map00541; path:map01250,1,6
ec:4.1.3.3,N-acetylneuraminate lyase,2.925500608524518e-06,1.505847373846191e-06,N-acetylneuraminate,rn:R01811,path:map01100; path:map00541; path:map01250,1,6
ec:2.7.7.43,N-acylneuraminate cytidylyltransferase,2.925500608524518e-06,1.505847373846191e-06,N-acetylneuraminate,rn:R01117,path:map01100; path:map00541; path:map01250,1,6
ec:1.14.18.2,CMP-N-acetylneuraminate monooxygenase,2.925500608524518e-06,1.505847373846191e-06,N-acetylneuraminate,rn:R01803,path:map01100; path:map00541; path:map01250,1,6
ec:3.1.1.53,sialate O-acetylesterase,2.925500608524518e-06,1.505847373846191e-06,N-acetylneuraminate,rn:R01810; rn:R08600,path:map01100; path:map00541; path:map01250,1,6
ec:2.3.1.44,N-acetylneuraminate 4-O-acetyltransferase,2.925500608524518e-06,1.505847373846191e-06,N-acetylneuraminate,rn:R01806,path:map01100; path:map00541; path:map01250,1,6
