metabolite,median_high,median_low,log2_fc,wilcoxon_stat,p_value,q_value,significant_fdr
"5alpha-androstan-3alpha,17beta-diol monosulfate (2)",-1.149054765701294,-0.5627025365829468,1.0300031888111807,111.0,0.5074299623686644,0.9729850399805074,False
N-acetylleucine,-0.22722768783569336,-0.005460677202790976,5.378914977156536,111.0,0.5119779880170339,0.9729850399805074,False
"5,6-dihydrothymine",0.01175411231815815,-0.033737219870090485,,149.0,0.513394189444818,0.9729850399805074,False
tryptophan,-0.025795333087444305,0.03760608658194542,,111.0,0.5135026227093413,0.9729850399805074,False
2-palmitoyl-GPC (16:0)*,-0.01769617199897766,0.11067576706409454,,111.0,0.5135026227093413,0.9729850399805074,False
docosadienoate (22:2n6),-0.03196803852915764,0.005731374025344849,,111.0,0.5135026227093413,0.9729850399805074,False
palmitoyl ethanolamide,-0.01224004290997982,0.10379919409751892,,111.0,0.5135026227093413,0.9729850399805074,False
beta-citrylglutamate,0.12194553762674332,0.14538170397281647,-0.253608753580769,111.0,0.5135026227093413,0.9729850399805074,False
S-methylcysteine,0.00466878479346633,-0.1954111009836197,,149.0,0.5135026227093413,0.9729850399805074,False
1-stearoyl-GPI (18:0),-0.032283954322338104,0.07561087608337402,,111.0,0.5135026227093413,0.9729850399805074,False
1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6),-2.1020649001002312e-05,0.03838737681508064,,111.0,0.5135026227093413,0.9729850399805074,False
hydroxy-CMPF*,-0.47957324981689453,-0.3603162169456482,0.41248760343117963,111.0,0.5135026227093413,0.9729850399805074,False
carotene diol (2),-0.12805910408496857,0.08071921020746231,,111.0,0.5135026227093413,0.9729850399805074,False
glycosyl-N-nervonoyl-sphingosine (d18:1/24:1)*,0.05775712430477142,-0.08571092784404755,,149.0,0.5135026227093413,0.9729850399805074,False
pentadecanoate (15:0),0.028748642653226852,0.098920077085495,-1.7827695185762245,111.0,0.5135026227093413,0.9729850399805074,False
oleoyl-oleoyl-glycerol (18:1/18:1) [1]*,0.13434574007987976,0.04189946502447128,1.6809468450998015,149.0,0.5135026227093413,0.9729850399805074,False
GlcNAc sulfate conjugate of C21H34O2 steroid**,-0.5086709260940552,-1.3143949508666992,-1.369594301486983,148.0,0.5211140719975069,0.9729850399805074,False
N-acetyl-1-methylhistidine*,-0.3240875005722046,-0.7971857786178589,-1.2985325939644885,148.0,0.5211140719975069,0.9729850399805074,False
gamma-CEHC glucuronide*,-0.4121641516685486,0.03844314068555832,,111.5,0.5240135213521508,0.9729850399805074,False
N-stearoyltaurine,-0.13621331751346588,0.054427143186330795,,111.5,0.5249229943902529,0.9729850399805074,False
isocitrate,-0.6536340713500977,0.04105500504374504,,112.0,0.5333477904847272,0.9729850399805074,False
leucylglycine,-0.3426843285560608,-0.8631819486618042,-1.3327844780986047,148.0,0.5350508493176219,0.9729850399805074,False
gamma-glutamylglutamate,-0.03194497153162956,0.11538690328598022,,112.0,0.536000723331467,0.9729850399805074,False
glycine conjugate of C10H12O2*,0.05181962996721268,-0.20370134711265564,,148.0,0.5364210385148218,0.9729850399805074,False
trans-urocanate,-0.0852832943201065,0.13811561465263367,,112.0,0.5364997214448017,0.9729850399805074,False
1-margaroyl-GPE (17:0)*,0.046381816267967224,0.003226226195693016,3.845639777327328,148.0,0.5365259402507443,0.9729850399805074,False
indoleacetate,-0.02591688185930252,-0.011292293667793274,1.1985536075763596,112.0,0.5365259402507443,0.9729850399805074,False
oleoyl-oleoyl-glycerol (18:1/18:1) [2]*,0.12133736163377762,0.031323760747909546,1.953694504469106,148.0,0.5365259402507443,0.9729850399805074,False
retinol (vitamin A),0.012823332101106644,0.08483508974313736,-2.7258899202331284,112.0,0.5365259402507443,0.9729850399805074,False
fibrinopeptide A (3-16)**,0.22838525474071503,0.23589666187763214,-0.04668549458982409,112.0,0.5365259402507443,0.9729850399805074,False
argininate*,-0.11598362028598785,-0.012566667050123215,3.2062471143651603,112.0,0.5365259402507443,0.9729850399805074,False
alpha-tocopherol,0.05776502937078476,0.14470738172531128,-1.3248702536207826,112.0,0.5365259402507443,0.9729850399805074,False
palmitoyl-oleoyl-glycerol (16:0/18:1) [1]*,0.024672426283359528,-0.03643045574426651,,148.0,0.5365259402507443,0.9729850399805074,False
alpha-hydroxyisovalerate,-0.018671821802854538,-0.09537903964519501,-2.352809565114822,148.0,0.5365259402507443,0.9729850399805074,False
linolenate [alpha or gamma; (18:3n3 or 6)],-0.05567680671811104,-0.03293862193822861,0.7572962732482922,112.0,0.5365259402507443,0.9729850399805074,False
adipate (C6-DC),0.11698578298091888,0.18463948369026184,-0.6583778814453187,112.0,0.5365259402507443,0.9729850399805074,False
citraconate/glutaconate,-0.004445221275091171,0.297775536775589,,112.0,0.5365259402507443,0.9729850399805074,False
1-palmitoyl-GPI (16:0),-0.06209211051464081,0.14904116094112396,,112.0,0.5365259402507443,0.9729850399805074,False
urea,0.0202409029006958,0.09063248336315155,-2.1627545633479586,112.0,0.5365259402507443,0.9729850399805074,False
7alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca),0.035067442804574966,0.07524733245372772,-1.1015082065837658,112.0,0.5365259402507443,0.9729850399805074,False
adipoylcarnitine (C6-DC),0.19345691800117493,-0.11941453814506531,,148.0,0.5365259402507443,0.9729850399805074,False
ribitol,-0.04043637961149216,0.038410868495702744,,112.0,0.5365259402507443,0.9729850399805074,False
metabolonic lactone sulfate,-0.12395618855953217,0.27422457933425903,,112.0,0.5365259402507443,0.9729850399805074,False
hydroxy-undecanedioate (OH-C11:0-DC)*,-0.015436138957738876,0.05352918803691864,,112.0,0.5365259402507443,0.9729850399805074,False
3-hydroxymyristate,0.05457831546664238,0.22764192521572113,-2.0603665114751806,112.0,0.5365259402507443,0.9729850399805074,False
"branched-chain, straight-chain, or cyclopropyl 12:1 fatty acid*",-0.09176428616046906,0.15006253123283386,,112.0,0.5365259402507443,0.9729850399805074,False
xanthosine,-0.2461080104112625,-0.2461080104112625,0.0,119.0,0.5374553033624021,0.9729850399805074,False
cholic acid glucuronide,-1.8106087446212769,-1.8106087446212769,0.0,145.0,0.5416216175813966,0.9729850399805074,False
myristoyl-linoleoyl-glycerol (14:0/18:2) [2]*,-0.14433881640434265,0.19408288598060608,,112.5,0.5482035109246297,0.9729850399805074,False
pregnanolone/allopregnanolone sulfate,-1.2529864311218262,-1.2529864311218262,0.0,115.0,0.551493701838035,0.9729850399805074,False
heme,0.18379098176956177,0.10854777693748474,0.7597357980516433,147.0,0.5600573181736357,0.9729850399805074,False
"sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*",-2.675573341548443e-06,-0.03764786198735237,-13.780486158672526,147.0,0.5600573181736357,0.9729850399805074,False
2-stearoyl-GPC (18:0)*,-0.01816444844007492,0.028104305267333984,,113.0,0.5600573181736357,0.9729850399805074,False
pyroglutamylglycine,0.03795918822288513,-0.09531766176223755,,113.0,0.5600573181736357,0.9729850399805074,False
myristoleoylcarnitine (C14:1)*,-0.10102329403162003,0.04809749871492386,,113.0,0.5600573181736357,0.9729850399805074,False
palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*,0.048424698412418365,-0.0033224145881831646,,147.0,0.5600573181736357,0.9729850399805074,False
palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*,0.04926570504903793,0.011034428142011166,2.158571829757023,147.0,0.5600573181736357,0.9729850399805074,False
fibrinopeptide A (4-15)**,-0.02593434602022171,-0.007527305278927088,1.7846586156895166,113.0,0.5600573181736357,0.9729850399805074,False
dihomo-linolenate (20:3n3 or n6),-0.022292088717222214,0.08765692263841629,,113.0,0.5600573181736357,0.9729850399805074,False
docosapentaenoate (n3 DPA; 22:5n3),0.08135434240102768,0.09334810823202133,-0.1984014314404532,113.0,0.5600573181736357,0.9729850399805074,False
beta-cryptoxanthin,-0.19823195040225983,0.09414352476596832,,113.0,0.5600573181736357,0.9729850399805074,False
2-amino-4-cyanobutanoate,0.09352605044841766,0.06788958609104156,0.4621779745417965,147.0,0.5600573181736357,0.9729850399805074,False
N-stearoylserine*,0.025464801117777824,-0.18617033958435059,,147.0,0.5600573181736357,0.9729850399805074,False
oleamide,0.07219894230365753,-0.09270018339157104,,147.0,0.5600573181736357,0.9729850399805074,False
kynurenate,0.0046030571684241295,0.07270132005214691,-3.9813172647486104,113.0,0.5600573181736357,0.9729850399805074,False
3-hydroxyoleate*,-0.05863127112388611,-0.06531048566102982,-0.1556443020389744,113.0,0.5600573181736357,0.9729850399805074,False
"sphingomyelin (d17:1/14:0, d16:1/15:0)*",0.04347745329141617,0.057968780398368835,-0.41500869590727424,113.0,0.5600573181736357,0.9729850399805074,False
3-hydroxydecanoate,-0.018585532903671265,0.15966618061065674,,113.0,0.5600573181736357,0.9729850399805074,False
3-hydroxyoctanoate,-0.056095585227012634,0.2010631561279297,,113.0,0.5600573181736357,0.9729850399805074,False
phenylacetylglutamine,-3.98796983063221e-05,0.05874679237604141,,113.0,0.5600573181736357,0.9729850399805074,False
"1,2-dilinoleoyl-GPC (18:2/18:2)",-0.055213987827301025,-0.0625646784901619,-0.18031459603151015,113.0,0.5600573181736357,0.9729850399805074,False
"5alpha-androstan-3alpha,17beta-diol disulfate",-1.127017855644226,-0.4883512556552887,1.2065192615542986,114.0,0.5628145746580306,0.9729850399805074,False
4-hydroxyphenylacetylglutamine,-0.3159734904766083,0.1628064066171646,,113.5,0.5699150185411239,0.9729850399805074,False
17alpha-hydroxypregnanolone glucuronide,-0.048925235867500305,-0.3617928922176361,-2.886513356421017,146.5,0.5711394664983507,0.9729850399805074,False
2'-O-methylcytidine,-0.054029811173677444,0.06925756484270096,,113.5,0.5719829940766948,0.9729850399805074,False
I-urobilinogen,-2.5763537883758545,-2.5763537883758545,0.0,144.0,0.5792690231695006,0.9729850399805074,False
N-acetylasparagine,-0.21480660140514374,-0.2012241780757904,0.09423466827224838,146.0,0.5838358164176913,0.9729850399805074,False
2-methylbutyrylcarnitine (C5),-0.039333976805210114,0.1417715698480606,,114.0,0.5839811704650251,0.9729850399805074,False
trans-4-hydroxyproline,-2.72414181381464e-05,-0.07969152927398682,-11.51441415210291,146.0,0.5839811704650251,0.9729850399805074,False
1-oleoylglycerol (18:1),0.0878002718091011,0.034865155816078186,1.3324394743228805,146.0,0.5840779889608221,0.9729850399805074,False
N-acetylaspartate (NAA),-0.018312353640794754,0.050408486276865005,,114.0,0.5840779889608221,0.9729850399805074,False
glycosyl-N-behenoyl-sphingosine (d18:1/22:0)*,0.04484414681792259,0.0021346881985664368,4.392822364208334,146.0,0.5840779889608221,0.9729850399805074,False
N-acetylglutamine,-0.0011301608756184578,-0.15376324951648712,-7.088038895519362,146.0,0.5840779889608221,0.9729850399805074,False
1-(1-enyl-palmitoyl)-GPC (P-16:0)*,0.00520472414791584,-0.014404978603124619,,146.0,0.5840779889608221,0.9729850399805074,False
ascorbic acid 3-sulfate*,0.04555058479309082,0.24418345093727112,-2.4224239441435595,114.0,0.5840779889608221,0.9729850399805074,False
1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,-0.021961454302072525,-0.07452306896448135,-1.762713498611924,146.0,0.5840779889608221,0.9729850399805074,False
1-stearoyl-2-docosahexaenoyl-GPI (18:0/22:6)*,-0.01898553967475891,0.1076541543006897,,114.0,0.5840779889608221,0.9729850399805074,False
suberate (C8-DC),0.058766238391399384,0.13349002599716187,-1.1836724904764961,114.0,0.5840779889608221,0.9729850399805074,False
methionine,-0.060480423271656036,-0.012834751978516579,2.236412827900557,114.0,0.5840779889608221,0.9729850399805074,False
hypotaurine,0.048914823681116104,-0.0771552324295044,,146.0,0.5840779889608221,0.9729850399805074,False
stearoyl sphingomyelin (d18:1/18:0),0.023332364857196808,0.0005258311284705997,5.4715889109917875,146.0,0.5840779889608221,0.9729850399805074,False
indoxyl glucuronide,-0.8853303790092468,-0.7065352201461792,0.32545444726120815,116.0,0.5943935551357077,0.9729850399805074,False
pregnanediol-3-glucuronide,-0.05354800075292587,-0.17307303845882416,-1.6924763819748974,145.5,0.5960288977510126,0.9729850399805074,False
1-palmitoleoyl-GPI (16:1)*,-0.06350719928741455,-0.0005021383985877037,6.982691570108164,114.5,0.5960288977510126,0.9729850399805074,False
1-stearoyl-2-docosahexaenoyl-GPC (18:0/22:6),-0.156762957572937,0.028661619871854782,,114.5,0.596241857929208,0.9729850399805074,False
"5alpha-androstan-3beta,17beta-diol disulfate",-0.19217994809150696,0.04604685306549072,,114.5,0.596241857929208,0.9729850399805074,False
N-acetyl-beta-alanine,-0.3677876889705658,-0.07883130013942719,2.2220327166283544,115.0,0.603393289620535,0.9729850399805074,False
"5alpha-androstan-3alpha,17beta-diol monosulfate (1)",-0.13299962878227234,-0.34529244899749756,-1.376396566733652,145.0,0.6072696464733538,0.9729850399805074,False
glycohyocholate,-0.16794031858444214,-0.49359720945358276,-1.5553856092625937,145.0,0.6077578714444787,0.9729850399805074,False
phosphoethanolamine,-0.046669043600559235,-0.08709090948104858,-0.9000562379853095,145.0,0.6081054945806093,0.9729850399805074,False
linoleoyl-linolenoyl-glycerol (18:2/18:3) [1]*,-0.15973405539989471,-0.009462522342801094,4.077303331562023,115.0,0.6085444976633709,0.9729850399805074,False
glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)*,0.027365129441022873,0.013675125315785408,1.0007846218275092,145.0,0.6085675623751094,0.9729850399805074,False
phenol sulfate,-0.2240637242794037,0.0597098171710968,,115.0,0.6085675623751094,0.9729850399805074,False
N-acetylcarnosine,0.00239349901676178,-0.15562455356121063,,145.0,0.6085675623751094,0.9729850399805074,False
1-palmitoyl-GPE (16:0),0.09609159082174301,-0.02515300363302231,,145.0,0.6085675623751094,0.9729850399805074,False
inosine,-0.12168655544519424,-1.1677005290985107,-3.262428640531067,145.0,0.6085675623751094,0.9729850399805074,False
palmitate (16:0),0.026348775252699852,0.06714136153459549,-1.349465886002533,115.0,0.6085675623751094,0.9729850399805074,False
homoarginine,-0.2123337686061859,0.05468382313847542,,115.0,0.6085675623751094,0.9729850399805074,False
cis-4-decenoylcarnitine (C10:1),-0.06784790009260178,0.0413653701543808,,115.0,0.6085675623751094,0.9729850399805074,False
leucine,-0.007114733569324017,0.046897903084754944,,115.0,0.6085675623751094,0.9729850399805074,False
(N(1) + N(8))-acetylspermidine,0.008305526338517666,-0.12091661989688873,,145.0,0.6085675623751094,0.9729850399805074,False
creatinine,0.02820923924446106,-0.022047244012355804,,145.0,0.6085675623751094,0.9729850399805074,False
azelate (C9-DC),0.19980397820472717,0.21910449862480164,-0.13303379754288208,115.0,0.6085675623751094,0.9729850399805074,False
gamma-glutamylmethionine,-0.07910589128732681,0.13865859806537628,,115.0,0.6085675623751094,0.9729850399805074,False
1-pentadecanoyl-GPC (15:0)*,-0.039110101759433746,0.10803498327732086,,115.0,0.6085675623751094,0.9729850399805074,False
alanine,-0.00855186302214861,0.007774513214826584,,115.0,0.6085675623751094,0.9729850399805074,False
dihomo-linolenoylcarnitine (C20:3n3 or 6)*,-0.06083761528134346,-0.15116184949874878,-1.3130585685439178,145.0,0.6085675623751094,0.9729850399805074,False
arabonate/xylonate,0.08466287702322006,0.23166602849960327,-1.452245081444058,115.0,0.6085675623751094,0.9729850399805074,False
cholesterol,0.02490231767296791,0.020318670198321342,0.2934740349541622,145.0,0.6085675623751094,0.9729850399805074,False
myo-inositol,0.07773555815219879,0.10061444342136383,-0.3721908427421094,115.0,0.6085675623751094,0.9729850399805074,False
ribose,-1.4784048795700073,-1.4784048795700073,0.0,117.0,0.6153580711460342,0.9729850399805074,False
fibrinopeptide A*,-0.00542109739035368,0.043218281120061874,,115.5,0.6207565212090096,0.9729850399805074,False
glutamine conjugate of C7H12O2*,-0.06787023693323135,0.19364051520824432,,115.5,0.6207565212090096,0.9729850399805074,False
1-stearoyl-2-arachidonoyl-GPC (18:0/20:4),-0.012734434567391872,0.029931586235761642,,115.5,0.620958914432281,0.9729850399805074,False
9-hydroxystearate,-0.5887200236320496,-0.179151251912117,1.7164035730390186,116.0,0.6270907587818624,0.9729850399805074,False
N-carbamoylalanine,-0.8088058233261108,-0.3771136403083801,1.1007940506354006,117.0,0.6326980285059534,0.9729850399805074,False
2-linoleoylglycerol (18:2),-0.03672404587268829,0.0464143268764019,,116.0,0.6330662800039931,0.9729850399805074,False
2-hydroxyadipate,-0.07269363105297089,-0.10941344499588013,-0.5898891564785662,116.0,0.6332853703938195,0.9729850399805074,False
cortisol,0.03687914088368416,-0.09917231649160385,,144.0,0.6334166368656373,0.9729850399805074,False
2-hydroxylaurate,-0.03132284805178642,-0.00013587996363639832,7.8487399063144325,116.0,0.6335040697673531,0.9729850399805074,False
methylsuccinate,-0.06594713032245636,0.06967642903327942,,116.0,0.6335040697673531,0.9729850399805074,False
N-stearoyl-sphingosine (d18:1/18:0)*,0.04136566072702408,0.04275839403271675,-0.047774041347117796,144.0,0.6335040697673531,0.9729850399805074,False
betaine,-0.11213137209415436,0.07285647094249725,,116.0,0.6335040697673531,0.9729850399805074,False
dihydroorotate,0.14186346530914307,-0.06161792576313019,,144.0,0.6335040697673531,0.9729850399805074,False
glycolithocholate sulfate*,-0.00015748478472232819,0.24350041151046753,,116.0,0.6335040697673531,0.9729850399805074,False
gamma-CEHC,-0.05018443614244461,-0.015192520804703236,1.7238787450809991,116.0,0.6335040697673531,0.9729850399805074,False
palmitoyl sphingomyelin (d18:1/16:0),0.012988151982426643,-0.006379866041243076,,144.0,0.6335040697673531,0.9729850399805074,False
fibrinopeptide B (1-11)**,-0.00010588718578219414,-0.27922186255455017,-11.36466954461007,144.0,0.6335040697673531,0.9729850399805074,False
1-stearoyl-2-docosapentaenoyl-GPC (18:0/22:5n3)*,0.08326666802167892,-0.07872842252254486,,144.0,0.6335040697673531,0.9729850399805074,False
alpha-hydroxyisocaproate,-0.030320363119244576,-9.860889986157417e-05,8.264354912721528,116.0,0.6335040697673531,0.9729850399805074,False
phenyllactate (PLA),0.056643422693014145,0.04157853126525879,0.4460696455148582,116.0,0.6335040697673531,0.9729850399805074,False
dihomo-linoleate (20:2n6),-0.04628624767065048,0.007824257016181946,,116.0,0.6335040697673531,0.9729850399805074,False
quinolinate,0.11533908545970917,0.1010480672121048,0.19083976107766978,116.0,0.6335040697673531,0.9729850399805074,False
tetradecadienedioate (C14:2-DC)*,-0.022733118385076523,-0.024337783455848694,-0.09840218466574081,116.0,0.6335040697673531,0.9729850399805074,False
oleoyl-linoleoyl-glycerol (18:1/18:2) [2],0.01173464022576809,0.053782954812049866,-2.196375398093155,144.0,0.6335040697673531,0.9729850399805074,False
1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*,-0.030403850600123405,-0.0006242703530006111,5.605939513532549,116.0,0.6335040697673531,0.9729850399805074,False
glycosyl-N-palmitoyl-sphingosine (d18:1/16:0),0.022698722779750824,-0.08228094130754471,,144.0,0.6335040697673531,0.9729850399805074,False
gamma-tocopherol/beta-tocopherol,0.002408444182947278,-0.07514404505491257,,144.0,0.6335040697673531,0.9729850399805074,False
1-oleoyl-2-docosahexaenoyl-GPC (18:1/22:6)*,-0.003808927722275257,0.04097156226634979,,116.0,0.6335040697673531,0.9729850399805074,False
indoleacetylglutamine,-0.24294254183769226,-0.23345336318016052,0.05748077094325536,143.5,0.642579339350875,0.9729850399805074,False
docosatrienoate (22:3n3),-0.7730088233947754,-0.5106486678123474,0.5981538401743908,117.5,0.650541040484147,0.9729850399805074,False
"5alpha-pregnan-3beta,20beta-diol monosulfate (1)",-0.4647120237350464,-0.5501317381858826,-0.2434401644290194,143.0,0.6581420435738197,0.9729850399805074,False
N-palmitoyltaurine,-0.2178211212158203,0.00874340534210205,,117.0,0.6581420435738197,0.9729850399805074,False
"ceramide (d18:1/17:0, d17:1/18:0)*",0.004813534673303366,-0.044595666229724884,,143.0,0.6584520206755755,0.9729850399805074,False
uracil,-0.02766328677535057,0.13419760763645172,,117.0,0.6587817369505,0.9729850399805074,False
S-carboxyethylcysteine,0.016770705580711365,0.11038447916507721,-2.7185220333345876,117.0,0.6587817369505,0.9729850399805074,False
1-adrenoyl-GPC (22:4)*,0.0726650059223175,0.07520022988319397,-0.04947631505131013,117.0,0.658843452702784,0.9729850399805074,False
deoxycholic acid glucuronide,0.01887344755232334,0.013169998303055763,0.5191028164865877,117.0,0.658843452702784,0.9729850399805074,False
1-arachidonoyl-GPC (20:4n6)*,-0.0003023659810423851,-0.004439676180481911,-3.8760871609533303,117.0,0.6588640171930575,0.9729850399805074,False
palmitoleoyl-linoleoyl-glycerol (16:1/18:2) [1]*,0.11592905223369598,-3.9575621485710144e-05,,143.0,0.6588640171930575,0.9729850399805074,False
linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [1]*,-0.3266759514808655,-0.007676806300878525,5.4112102147650205,117.0,0.6588640171930575,0.9729850399805074,False
5-methylthioribose**,0.1204216256737709,0.013976911082863808,3.10697702630099,143.0,0.6588640171930575,0.9729850399805074,False
eicosanedioate (C20-DC),-0.017687080428004265,-0.009127798490226269,0.9543570850182324,117.0,0.6588640171930575,0.9729850399805074,False
ornithine,-2.0239967852830887e-06,0.13208286464214325,,117.0,0.6588640171930575,0.9729850399805074,False
fibrinopeptide A (3-15)**,-0.1362973302602768,0.15834324061870575,,117.0,0.6588640171930575,0.9729850399805074,False
N-acetyltyrosine,0.0990884006023407,0.025737961754202843,1.944818371781922,117.0,0.6588640171930575,0.9729850399805074,False
taurine,0.05786348879337311,-0.011567940004169941,,143.0,0.6588640171930575,0.9729850399805074,False
laurylcarnitine (C12),-0.00986416544765234,0.08544708043336868,,117.0,0.6588640171930575,0.9729850399805074,False
1-dihomo-linolenylglycerol (20:3),0.011764178052544594,0.008848866447806358,0.4108359599738299,117.0,0.6588640171930575,0.9729850399805074,False
kynurenine,0.05934564024209976,0.23217058181762695,-1.9679712260579802,117.0,0.6588640171930575,0.9729850399805074,False
linolenoylcarnitine (C18:3)*,-0.03756124526262283,-0.008531318977475166,2.1384041957508555,117.0,0.6588640171930575,0.9729850399805074,False
taurolithocholate 3-sulfate,-0.03889903053641319,0.2586653530597687,,117.0,0.6588640171930575,0.9729850399805074,False
N-oleoylserine,-0.021488668397068977,0.05280429497361183,,117.0,0.6588640171930575,0.9729850399805074,False
undecanedioate (C11-DC),0.2369358241558075,0.2712527811527252,-0.19514158222972985,117.0,0.6588640171930575,0.9729850399805074,False
vanillactate,0.0024376572109758854,0.07910207659006119,-5.020148341305226,117.0,0.6588640171930575,0.9729850399805074,False
hexanoylcarnitine (C6),-2.454151399433613e-06,0.024438537657260895,,117.0,0.6588640171930575,0.9729850399805074,False
1-(1-enyl-stearoyl)-2-arachidonoyl-GPC (P-18:0/20:4),0.03823132812976837,-0.14682713150978088,,143.0,0.6588640171930575,0.9729850399805074,False
oleate/vaccenate (18:1),0.012954039499163628,0.0004817843437194824,4.748870437825602,117.0,0.6588640171930575,0.9729850399805074,False
3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP)**,0.03805062919855118,0.05971766263246536,-0.6502373875987976,143.0,0.6588640171930575,0.9729850399805074,False
xanthurenate,-0.8026229739189148,-0.3507155179977417,1.1944211855236895,118.0,0.6676810323876237,0.9729850399805074,False
"5alpha-androstan-3alpha,17beta-diol 17-glucuronide",-1.4990023374557495,-0.31025707721710205,2.2724666084150154,118.0,0.6676810323876237,0.9729850399805074,False
palmitoyl-arachidonoyl-glycerol (16:0/20:4) [2]*,-0.17474114894866943,-0.355144739151001,-1.0231877333466106,142.5,0.6683629612212589,0.9729850399805074,False
chenodeoxycholate,-0.18807610869407654,-0.10284963250160217,0.8707799567124594,117.5,0.6709966145155143,0.9729850399805074,False
epiandrosterone sulfate,-0.2869258224964142,-0.05149322748184204,2.4782232116179657,117.5,0.6716751436794706,0.9729850399805074,False
"androstenediol (3beta,17beta) monosulfate (1)",-0.19417494535446167,-0.27029502391815186,-0.47717789262518373,142.5,0.6716751436794706,0.9729850399805074,False
12-HHTrE,-1.8580906391143799,-1.110190749168396,0.7430133024931546,119.0,0.6787634144167431,0.9729850399805074,False
14-HDoHE/17-HDoHE,-0.2697509527206421,-0.37404298782348633,-0.4715760300084428,142.0,0.6822925619244193,0.9729850399805074,False
1-myristoylglycerol (14:0),-0.3917745053768158,0.008708943612873554,,118.0,0.6835415587498973,0.9729850399805074,False
1-palmitoyl-2-(hydroxylinoleoyl)-GPC (16:0/18:2(OH))*,-0.03801552951335907,-0.10435847193002701,-1.4568869357226875,142.0,0.6845456074206319,0.9729850399805074,False
glycoursodeoxycholic acid sulfate (1),0.29205775260925293,0.22349503636360168,0.38601089043744524,142.0,0.6846032424900799,0.9729850399805074,False
2-oleoyl-GPC (18:1)*,-0.0044853053987026215,0.10089485347270966,,118.0,0.6846224471697977,0.9729850399805074,False
10-nonadecenoate (19:1n9),0.08284997195005417,0.03226219862699509,1.3606564466332076,118.0,0.6846224471697977,0.9729850399805074,False
1-stearoyl-2-oleoyl-GPC (18:0/18:1),-4.532746970653534e-06,0.03862738609313965,,118.0,0.6846224471697977,0.9729850399805074,False
"bilirubin (Z,Z)",-0.0908379778265953,-0.0297152828425169,1.6120904801813787,142.0,0.6846224471697977,0.9729850399805074,False
"sphingomyelin (d18:1/24:1, d18:2/24:0)*",-0.011565323919057846,0.012512248009443283,,142.0,0.6846224471697977,0.9729850399805074,False
3-hydroxybutyrate (BHBA),0.011404654011130333,0.257749080657959,-4.498272685049716,118.0,0.6846224471697977,0.9729850399805074,False
laurate (12:0),0.18206702172756195,0.06446200609207153,1.4979486337845582,118.0,0.6846224471697977,0.9729850399805074,False
"sphingomyelin (d17:2/16:0, d18:2/15:0)*",0.0013474917504936457,0.10662870109081268,-6.306175461883887,118.0,0.6846224471697977,0.9729850399805074,False
linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*,-0.03969527408480644,-0.1615430861711502,-2.0248798463881936,142.0,0.6846224471697977,0.9729850399805074,False
5-(galactosylhydroxy)-lysine,0.017575645819306374,-0.05361147224903107,,142.0,0.6846224471697977,0.9729850399805074,False
palmitoylcholine,-0.024591496214270592,0.0203662421554327,,118.0,0.6846224471697977,0.9729850399805074,False
sebacate (C10-DC),0.08485694229602814,0.2653001546859741,-1.6445209164553332,118.0,0.6846224471697977,0.9729850399805074,False
tricosanoyl sphingomyelin (d18:1/23:0)*,0.004418357741087675,0.013112541288137436,-1.5693651546512772,118.0,0.6846224471697977,0.9729850399805074,False
1-stearoyl-2-dihomo-linolenoyl-GPI (18:0/20:3n3 or 6)*,0.10141661763191223,-0.10681495070457458,,142.0,0.6846224471697977,0.9729850399805074,False
taurocholenate sulfate*,0.07811780273914337,-0.12913700938224792,,142.0,0.6846224471697977,0.9729850399805074,False
ascorbic acid 2-sulfate,0.12959378957748413,0.1757911741733551,-0.4398660568834972,118.0,0.6846224471697977,0.9729850399805074,False
gamma-glutamylglycine,0.12192780524492264,-0.033898744732141495,,142.0,0.6846224471697977,0.9729850399805074,False
glutamine,0.008600974455475807,-0.013643527403473854,,142.0,0.6846224471697977,0.9729850399805074,False
guanine,-0.18690167367458344,-0.8073322772979736,-2.110883084423643,141.5,0.6922098093806455,0.9813784769748872,False
1-palmitoyl-2-arachidonoyl-GPI (16:0/20:4)*,-0.04299091547727585,0.11031880974769592,,118.5,0.6976244117655841,0.9813784769748872,False
11beta-hydroxyetiocholanolone glucuronide*,-0.475111722946167,-0.1356462836265564,1.8084172832480945,119.0,0.6978519950789414,0.9813784769748872,False
chenodeoxycholic acid sulfate (1),-1.0666745901107788,-1.0666745901107788,0.0,120.0,0.702569383905856,0.9813784769748872,False
"5alpha-pregnan-3beta,20alpha-diol monosulfate (2)",-0.41102492809295654,-0.4117048978805542,-0.002384717882229168,141.0,0.709752425949274,0.9813784769748872,False
